#PATH-POINTS-START 6-Ring Solo AWP
-148.86,43.259,120,180
-148.86,41.259,120
-148.86,39.259,120
-148.86,37.259,120
-148.86,35.259,120
-148.86,33.259,120
-148.86,31.259,120
-148.86,29.259,120
-148.86,27.259,120
-148.86,25.259,120
-148.86,23.259,120
-148.86,21.259,120
-148.86,19.259,120
-148.86,17.259,120
-148.86,15.259,120
-148.86,13.259,120,242
-147.233,13.939,120
-145.458,14.862,120
-143.684,15.784,120
-141.909,16.707,120
-140.135,17.63,120
-138.361,18.552,120
-136.586,19.475,120
-134.812,20.398,120
-133.037,21.32,120
-131.263,22.243,120
-129.488,23.166,120
-127.714,24.088,120
-125.939,25.011,120
-124.165,25.933,120
-122.39,26.856,120
-120.616,27.779,120
-118.841,28.701,120
-117.067,29.624,120
-115.292,30.547,120
-113.518,31.469,120
-111.743,32.392,120
-109.969,33.315,120
-108.195,34.237,120
-106.42,35.16,120
-104.646,36.082,120
-102.871,37.005,120
-101.097,37.928,120
-99.322,38.85,120
-97.548,39.773,120
-95.773,40.696,120
-93.999,41.618,120
-92.224,42.541,120
-90.45,43.463,120
-88.675,44.386,120
-86.901,45.309,120
-85.126,46.231,120
-83.352,47.154,120
-81.577,48.077,120
-79.803,48.999,120
-78.029,49.922,120
-76.254,50.845,120
-74.48,51.767,120
-72.705,52.69,120
-70.931,53.614,120,242
-69.166,54.553,120
-67.4,55.492,120
-65.634,56.431,120
-63.868,57.37,120
-62.102,58.309,120
-60.336,59.248,120
-58.57,60.187,120
-56.804,61.126,120
-55.038,62.065,120
-53.273,63.004,120
-51.507,63.942,120
-49.741,64.881,120
-47.968,65.339,120,100
-46.052,64.784,120
-44.058,64.68,120
-42.089,65.008,120
-40.224,65.721,120
-38.508,66.743,120
-36.953,68,120
-35.554,69.427,120
-34.291,70.977,120
-33.148,72.618,120
-32.108,74.326,120
-31.159,76.086,120
-30.289,77.887,120
-29.487,79.719,120
-28.746,81.576,120
-28.058,83.454,120
-27.42,85.35,120
-26.824,87.259,120
-26.268,89.18,120
-25.746,91.111,120
-25.26,93.05,120
-24.801,94.997,120
-24.371,96.95,120
-23.967,98.909,120
-23.587,100.873,120
-23.228,102.84,120
-22.89,104.811,120
-22.572,106.786,120
-22.272,108.763,120
-21.99,110.743,120
-21.724,112.725,120
-21.474,114.71,120
-21.238,116.696,120
-21.017,118.684,120
-20.808,120.673,120
-20.612,122.663,120
-20.428,124.655,120
-20.255,126.647,120
-20.093,128.64,120
-19.942,130.635,120
-19.802,132.63,120
-19.671,134.625,120
-19.548,136.622,120
-19.434,138.618,120
-19.331,140.616,120
-19.236,142.613,120,5
-19.236,143.598,120
-19.506,141.616,120
-19.775,139.634,120
-20.045,137.653,120
-20.314,135.671,120
-20.584,133.689,120
-20.853,131.707,120
-21.123,129.726,120
-21.392,127.744,120
-21.662,125.762,120
-21.931,123.78,120
-22.201,121.799,120
-22.47,119.817,120
-22.74,117.835,120
-23.009,115.853,120
-23.279,113.872,120
-23.548,111.89,120
-23.818,109.908,120
-24.087,107.926,120
-24.357,105.945,120
-24.626,103.963,120
-24.896,101.981,120
-25.166,99.999,120
-25.435,98.018,120
-25.705,96.036,120
-25.974,94.054,120
-26.244,92.072,120
-26.513,90.091,120
-26.783,88.109,120
-27.052,86.127,120
-27.683,85.264,120,315
-29.061,86.713,120
-30.438,88.163,120
