#PATH-POINTS-START Red Right Mid-MOGO Rush
-137.369,-74.232,120,120
-135.637,-75.234,120
-133.906,-76.235,120
-132.175,-77.237,120
-130.444,-78.239,120
-128.713,-79.24,120
-126.982,-80.242,120
-125.251,-81.244,120
-123.52,-82.245,120
-121.789,-83.247,120
-120.058,-84.248,120
-118.326,-85.25,120
-116.595,-86.252,120
-114.864,-87.253,120
-113.133,-88.255,120
-111.402,-89.257,120
-109.671,-90.258,120
-107.94,-91.26,120
-106.209,-92.262,120
-104.478,-93.263,120
-102.747,-94.265,120
-101.015,-95.267,120
-99.284,-96.268,120
-97.553,-97.27,120
-95.822,-98.271,120
-94.091,-99.273,120
-92.36,-100.275,120
-90.629,-101.276,120
-88.898,-102.278,120
-87.167,-103.28,120
-85.436,-104.281,120
-83.704,-105.283,120
-81.973,-106.285,120
-80.242,-107.286,120
-78.511,-108.288,120
-76.78,-109.29,120
-75.049,-110.291,120
-73.318,-111.293,120
-71.587,-112.294,120
-69.856,-113.296,120
-68.125,-114.298,120
-66.393,-115.299,120
-64.662,-116.301,120
-62.931,-117.303,120
-61.2,-118.304,120
-59.469,-119.306,120,180
-59.307,-121.213,120
-59.307,-123.213,120
-59.307,-125.213,120
-59.307,-127.213,120
-59.307,-129.213,120
-59.307,-131.213,120
-59.307,-133.213,120
-59.307,-135.213,120
-59.307,-137.213,120
-59.307,-139.213,120
-59.307,-141.213,120
-59.307,-143.213,120
-59.307,-145.213,120
-59.307,-147.213,120
-59.307,-149.213,120
-59.307,-151.213,120
-59.307,-153.213,120
-59.307,-155.213,120
-57.598,-154.253,120,240
-55.866,-153.253,120
-54.134,-152.253,120
-52.402,-151.253,120
-50.67,-150.253,120
-48.938,-149.253,120
-47.206,-148.253,120
-45.474,-147.253,120
-43.742,-146.253,120
-42.01,-145.253,120
-40.278,-144.253,120
-38.546,-143.253,120
-36.813,-142.253,120
-35.081,-141.253,120
-33.349,-140.253,120
-31.617,-139.253,120
-29.885,-138.253,120
-28.153,-137.253,120
-26.421,-136.253,120
-24.689,-135.253,120
-22.957,-134.253,120
-24.255,-135.01,120,240
-25.983,-136.017,120
-27.711,-137.024,120
-29.439,-138.032,120
-31.167,-139.039,120
-32.895,-140.046,120
-34.622,-141.053,120
-36.35,-142.06,120
-38.078,-143.067,120
-39.806,-144.074,120
-41.534,-145.082,120
-43.262,-146.089,120
-44.99,-147.096,120
-46.718,-148.103,120
-48.446,-149.11,120
-50.262,-149.839,120,265
-52.254,-150.012,120
-54.247,-150.185,120
-56.239,-150.358,120
-58.232,-150.532,120
-60.224,-150.705,120
-62.217,-150.878,120
-64.209,-151.051,120
-66.202,-151.224,120
-68.194,-151.398,120
-70.187,-151.571,120
-72.179,-151.744,120
-74.172,-151.917,120
-76.164,-152.09,120
-78.157,-152.263,120
-80.149,-152.437,120
-82.142,-152.61,120
-84.134,-152.783,120
-86.127,-152.956,120
-88.119,-153.129,120
-90.112,-153.303,120
-92.104,-153.476,120
-94.097,-153.649,120
-96.089,-153.822,120
-98.082,-153.995,120
-100.074,-154.168,120
-102.067,-154.342,120
-104.059,-154.515,120
-106.052,-154.688,120
-108.044,-154.861,120
-110.037,-155.034,120
-112.029,-155.208,120
-114.022,-155.381,120
-116.014,-155.554,120
-118.007,-155.727,120
-119.999,-155.9,120
-121.992,-156.073,120
-123.984,-156.247,120
-125.977,-156.42,120
-127.969,-156.593,120
-129.962,-156.766,120
-131.954,-156.939,120
-133.946,-157.113,120
-135.939,-157.286,120
-137.931,-157.459,120
-139.924,-157.632,120
-141.916,-157.805,120
-143.909,-157.978,120
-145.901,-158.152,120
-147.894,-158.325,120
-149.886,-158.498,120
-150.35,-158.563,120,265
